3962	14	3927	1926	1929
3927	38	3962	1926	1929
2716	17	8276	2008	2008
8276	41	2716	2008	2008
950	1	148	1790	1968
148	25	950	1790	1968
1875	17	7569	2002	2002
7569	41	1875	2002	2002
250	1	241	1968	3000
241	25	250	1968	3000
5232	15	4971	2016	3000
4971	39	5232	2016	3000
1951	5	1952	1991	3000
1952	29	1951	1991	3000
3603	14	3604	1997	1998
3604	38	3603	1997	1998
8812	17	8813	1804	3000
8813	41	8812	1804	3000
4301	17	6048	1993	1993
6048	41	4301	1993	1993
2980	10	2983	1997	2000
2983	34	2980	1997	2000
8081	20	8084	2012	2012
8084	44	8081	2012	2012
6884	17	6194	1838	1838
6194	41	6884	1838	1838
509	1	442	1713	1783
442	25	509	1713	1783
8847	17	8848	2003	2003
8848	41	8847	2003	2003
9380	20	6780	1934	1934
6780	44	9380	1934	1934
4915	14	4917	1897	1912
4917	38	4915	1897	1912
5074	15	4973	0	2015
4973	39	5074	0	2015
5989	17	5990	1996	1996
5990	41	5989	1996	1996
5740	16	5750	2005	2005
5750	40	5740	2005	2005
4195	14	4196	2014	3000
4196	38	4195	2014	3000
883	1	884	1991	3000
884	25	883	1991	3000
973	1	453	1992	3000
453	25	973	1992	3000
2875	9	2505	1958	3000
2505	33	2875	1958	3000
3225	23	2938	0	1915
2938	47	3225	0	1915
11265	22	9708	2007	2007
9708	46	11265	2007	2007
3230	12	117	0	1800
117	36	3230	0	1800
4068	14	3496	1903	1913
3496	38	4068	1903	1913
5411	16	5516	1983	1983
5516	40	5411	1983	1983
1695	2	1671	1974	3000
1671	26	1695	1974	3000
5352	15	4973	0	2016
4973	39	5352	0	2016
3145	11	3146	2004	2005
3146	35	3145	2004	2005
4576	14	3972	1980	1990
3972	38	4576	1980	1990
8216	17	8220	1987	1987
8220	41	8216	1987	1987
3936	14	3937	1829	1833
3937	38	3936	1829	1833
2866	17	5878	2005	2005
5878	41	2866	2005	2005
3033	14	3883	1988	1990
3883	38	3033	1988	1990
1762	2	1672	2007	3000
1672	26	1762	2007	3000
663	18	671	2015	3000
671	42	663	2015	3000
818	1	304	2015	3000
304	25	818	2015	3000
8999	17	8853	1993	1993
8853	41	8999	1993	1993
2389	8	2341	1957	1959
2341	32	2389	1957	1959
7384	17	7386	2002	2002
7386	41	7384	2002	2002
5574	17	6185	2011	2011
6185	41	5574	2011	2011
1798	3	1801	1962	3000
1801	27	1798	1962	3000
4269	14	4270	1831	3000
